bloß	merely	adv
breitflächig	widely	adv
buchstäblich	literally	adv
dadurch	thus	adv
dagegen	however	adv
darunter	below	adv
darüber hinaus	moreover	adv
dauernd	always	adv
dauernd	constantly	adv
definitiv	definitely	adv
dementsprechend	thus	adv
demgemäß	thus	adv
demnach	thus	adv
demnächst	soon	adv
demzufolge	therefore	adv
dennoch	however	adv
derzeitig	currently	adv
deshalb	therefore	adv
deswegen	therefore	adv
des Weiteren	moreover	adv
deutlich	clearly	adv
deutlich	obviously	adv
dichtauf	closely	adv
dicht	closely	adv
direkt	directly	adv
direkt	immediately	adv
doch	however	adv
doppelt	twice	adv
dringend	strongly	adv
dummerweise	unfortunately	adv
durchaus	definitely	adv
durchaus nicht	never	adv
ebenfalls	also	adv
ebenso	also	adv
ebenso	equally	adv
ebenso gut	equally	adv
ebenso	similarly	adv
echt	properly	adv
echt	truly	adv
effektiv	effectively	adv
effektvoll	effectively	adv
ehemals	previously	adv
eher	rather	adv
ehrenvoll	honestly	adv
ehrlicherweise	honestly	adv
ehrlicherweise	truly	adv
ehrlich	honestly	adv
eigens	specifically	adv
eigentlich	actually	adv
eigentlich	essentially	adv
eigentlich	rather	adv
eigentlich	ultimately	adv
eigentlich	virtually	adv
ein bisschen	slightly	adv
ein bisschen	somewhat	adv
eindeutig	clearly	adv
eindeutig	definitely	adv
eindringlich	strongly	adv
einfach	simply	adv
einigermaßen	fairly	adv
ein wenig	somewhat	adv
endgültig	definitely	adv
endgültig	finally	adv
endlich	eventually	adv
endlich	finally	adv
endlich	ultimately	adv
eng	closely	adv
entsetzlich	terribly	adv
erfolgreich	effectively	adv
erfolgreich	successfully	adv
erheblich	greatly	adv
erheblich	significantly	adv
erneut	again	adv
ernsthaft	seriously	adv
ernstlich	seriously	adv
ernst	seriously	adv
erstrangig	primarily	adv
etwas	slightly	adv
etwas	somewhat	adv
extrem	extremely	adv
fachgerecht	properly	adv
fast	almost	adv
fast	nearly	adv
fast nicht	hardly	adv
fertig	readily	adv
flüchtig	briefly	adv
folglich	therefore	adv
fortwährend	constantly	adv
furchtbar	terribly	adv
für kurze Zeit	briefly	adv
ganz	really	adv
ganz und gar	altogether	adv
ganz und gar	completely	adv
gebetsmühlenhaft	constantly	adv
geeignet	properly	adv
gegenwärtig	currently	adv
gelegentlich	occasionally	adv
gelinde	gently	adv
gemach	slowly	adv
gemeinhin	generally	adv
gemeinsam	together	adv
gemächlich	gently	adv
genau	closely	adv
genau	exactly	adv
genau genommen	actually	adv
genau	properly	adv
genauso	equally	adv
generell	generally	adv
generell	usually	adv
geradeaus	ahead	adv
gerade	directly	adv
geradewegs	directly	adv
geradezu	honestly	adv
geradezu	really	adv
geradezu	simply	adv
geradezu	virtually	adv
geringfügig	slightly	adv
gering	slightly	adv
gerne	readily	adv
gern	readily	adv
geschätzt	roughly	adv
gewiss	certainly	adv
gewissenhaft	carefully	adv
gewissermaßen	virtually	adv
gewollt	deliberately	adv
gewöhnlicherweise	usually	adv
gewöhnlich	normally	adv
gezielt	specifically	adv
gleich-	equally	adv
gleich	equally	adv
gleichermaßen	equally	adv
gleichermaßen	similarly	adv
gleicherweise	equally	adv
gleichfalls	equally	adv
gleichmäßig	equally	adv
grob geschätzt	roughly	adv
großartig	greatly	adv
großenteils	mostly	adv
großteils	mostly	adv
grundlegend	basically	adv
grundsätzlich	basically	adv
größerenteils	mostly	adv
größtenteils	mainly	adv
größtenteils	mostly	adv
gänzlich	altogether	adv
gänzlich	completely	adv
gänzlich	totally	adv
hauptsächlich	especially	adv
hauptsächlich	generally	adv
hauptsächlich	mainly	adv
hauptsächlich	mostly	adv
hauptsächlich	primarily	adv
heftig	deeply	adv
heraus	forth	adv
hervor	forth	adv
hierdurch	thus	adv
hin und wieder	occasionally	adv
hoch-	highly	adv
hoch-	very	adv
hochgradig	extremely	adv
hochgradig	highly	adv
hoch	highly	adv
holprig	roughly	adv
häufig	frequently	adv
häufig	often	adv
höchst	extremely	adv
höchstpersönlich	personally	adv
im Augenblick	currently	adv
im Besonderen	specifically	adv
im Einzelnen	specifically	adv
im Endeffekt	eventually	adv
im Endeffekt	ultimately	adv
im Ergebnis	ultimately	adv
im Ernst	seriously	adv
im Folgenden	below	adv
im Ganzen	altogether	adv
im Grunde	basically	adv
im Grunde	effectively	adv
im Grunde	essentially	adv
im Grunde genommen	basically	adv
im Grunde genommen	essentially	adv
im Grundsätzlichen	generally	adv
im Kern	essentially	adv
immer	always	adv
immer	ever	adv
immerfort	constantly	adv
immerhin	anyway	adv
immer wieder	frequently	adv
immerzu	always	adv
im Moment	currently	adv
im Normalfall	normally	adv
im Normalfall	usually	adv
im Normfall	normally	adv
im Prinzip	basically	adv
im unteren Geschoss	below	adv
im wahrsten Sinne des Wortes	literally	adv
im Wesentlichen	basically	adv
im Wesentlichen	essentially	adv
im Wesentlichen	primarily	adv
im Wesentlichen	roughly	adv
im Wortsinn	literally	adv
in den unteren Teilen	below	adv
in der Hauptsache	mainly	adv
in der letzten Zeit	recently	adv
in der Regel <i. d. R.>	normally	adv
in der Tat	actually	adv
in der Tat	certainly	adv
in einfacher Weise	simply	adv
in erfolgreicher Weise	successfully	adv
in erster Hinsicht	primarily	adv
in erster Linie	mainly	adv
in erster Linie	primarily	adv
in geringfügiger Weise	slightly	adv
in gleichem Maße	equally	adv
in gleicher Weise	equally	adv
in gleicher Weise	similarly	adv
in groben Zügen	roughly	adv
in hohem Maße	greatly	adv
in hohem Maße	highly	adv
in höchstem Maße	extremely	adv
in jedem Fall	anyway	adv
in jedem Falle	anyway	adv
in letzter Zeit	recently	adv
innerhalb kürzester Zeit	immediately	adv
in richtiger Art und Weise	properly	adv
insbesondre	especially	adv
in schneller Weise	quickly	adv
insgesamt <insg. / insges.>	altogether	adv
in spezifischer Weise	specifically	adv
inständig	strongly	adv
in toto	completely	adv
in vollem Maße	fully	adv
in vollem Umfang	fully	adv
in wenigen Worten	briefly	adv
in Wirklichkeit	actually	adv
in wirksamer Weise	effectively	adv
in wörtlichem Sinne	literally	adv
in ähnlicher Weise	similarly	adv
irgendwann	eventually	adv
irgendwie	anyway	adv
irgendwie	somewhat	adv
irgendwo anders	elsewhere	adv
ja	certainly	adv
jedenfalls	anyway	adv
jeden Tag	daily	adv
jederzeit	always	adv
jedes Mal	always	adv
jemals	ever	adv
jetzt	currently	adv
jetzt schon	already	adv
jeweils	always	adv
kaum	hardly	adv
kaum je	rarely	adv
klar	clearly	adv
klarerweise	clearly	adv
Knall auf Fall	suddenly	adv
komplett	completely	adv
komplett	fully	adv
konstant	constantly	adv
kontinuierlich	constantly	adv
kräftig	strongly	adv
kurz	briefly	adv
kurz gesagt	briefly	adv
kurzzeitig	briefly	adv
kurz zuvor	recently	adv
körperlich	physically	adv
kühl überlegt	deliberately	adv
kürzlich	recently	adv
langsam	carefully	adv
langsam	gently	adv
langsam	slowly	adv
laufend	constantly	adv
laufend	currently	adv
lediglich	merely	adv
leibhaftig	physically	adv
leichterweise	easily	adv
leicht	gently	adv
leicht	readily	adv
leider	unfortunately	adv
leise	gently	adv
letztendlich	eventually	adv
letztendlich	finally	adv
letztendlich	ultimately	adv
letzten Endes	eventually	adv
letztlich	ultimately	adv
letztmalig	ultimately	adv
lieber	rather	adv
lieb	gently	adv
manchmal	sometimes	adv
maßgeblich	significantly	adv
mehrheitlich	mostly	adv
meistens	mostly	adv
meist	mostly	adv
misslicherweise	unfortunately	adv
mit Absicht	deliberately	adv
miteinander	together	adv
mit einem Mal	suddenly	adv
mit Erfolg	successfully	adv
mit Leichtigkeit	easily	adv
mit Sanftmut	gently	adv
mit Sorgfalt	carefully	adv
mitunter	occasionally	adv
mitunter	sometimes	adv
mit vollem Erfolg	successfully	adv
mit voller Überlegung	deliberately	adv
mit Vorsicht	carefully	adv
momentan	currently	adv
mutmaßlich	probably	adv
möglicherweise	possibly	adv
möglich	possibly	adv
mühelos	easily	adv
nachhaltig	deeply	adv
nachhaltig	strongly	adv
nachstehend	below	adv
nahezu	almost	adv
nahezu	nearly	adv
nahezu	virtually	adv
naturgemäß	naturally	adv
naturhaft	naturally	adv
natürlicherweise	naturally	adv
natürlich	naturally	adv
natürlich	obviously	adv
neuerdings	recently	adv
neuerlich	again	adv
neulich	recently	adv
nicht	not	adv
nicht selten	frequently	adv
niemals	never	adv
nie	never	adv
noch dazu	also	adv
noch einmal	again	adv
nochmals	again	adv
normalerweise	naturally	adv
normalerweise	normally	adv
notwendigerweise	certainly	adv
notwendigerweise	necessarily	adv
nun einmal	simply	adv
nur	merely	adv
nur wenig	slightly	adv
nämlich	specifically	adv
oben	ahead	adv
obendrein	moreover	adv
offenbar	obviously	adv
offenkundig	obviously	adv
offensichtlich	clearly	adv
offensichtlich	obviously	adv
oft	frequently	adv
oftmalig	frequently	adv
oftmals	frequently	adv
oftmals	often	adv
oft	often	adv
ohnedies	anyway	adv
ohnehin	anyway	adv
ohne Mühe	easily	adv
ohne Umstände	easily	adv
ohne Umweg	directly	adv
ohne Weiteres	automatically	adv
ohne Weiteres	readily	adv
ordnungsgemäß	properly	adv
originell	originally	adv
paritätisch	equally	adv
passend	properly	adv
perfekt	perfectly	adv
permanent	constantly	adv
persönlich <pers.>	personally	adv
physikalisch	physically	adv
physisch	physically	adv
plötzlich	suddenly	adv
primär	primarily	adv
prinzipiell	always	adv
prinzipiell	basically	adv
problemlos	easily	adv
pro Tag	daily	adv
präzise	exactly	adv
quasi	effectively	adv
quasi	virtually	adv
rasch	quickly	adv
redlich	honestly	adv
regelmäßig	regularly	adv
regelrecht	really	adv
regulär	regularly	adv
relativ	relatively	adv
restlos	completely	adv
restlos	totally	adv
richtiggehend	effectively	adv
richtig	properly	adv
roherweise	roughly	adv
roh	roughly	adv
sachgemäß	properly	adv
sacht	gently	adv
sanft	gently	adv
sauber	properly	adv
schicklich	properly	adv
schlagartig	suddenly	adv
schlechthin	simply	adv
schleunigst	immediately	adv
schlicht	simply	adv
schlichtweg	simply	adv
schließlich	eventually	adv
schließlich	finally	adv
schlussendlich	eventually	adv
schlussendlich	finally	adv
schlussendlich	ultimately	adv
schnell	readily	adv
schon	already	adv
schon einmal	ever	adv
schonend	gently	adv
schon längst	already	adv
schrecklich	terribly	adv
schwach	slightly	adv
schwerlich	hardly	adv
schätzungsweise	roughly	adv
sehr	greatly	adv
sehr	highly	adv
sehr	very	adv
sehr wahrscheinlich	certainly	adv
selbstredend	naturally	adv
selbsttätig	automatically	adv
selbstverständlich	obviously	adv
selten	rarely	adv
sicher	certainly	adv
sicher	easily	adv
sicherlich	certainly	adv
sichtlich	obviously	adv
signifikant	significantly	adv
simpel	simply	adv
sofort	directly	adv
sofort	immediately	adv
sogar	actually	adv
sogleich	immediately	adv
sogleich	readily	adv
so gut wie	almost	adv
solcherart	thus	adv
somit	therefore	adv
sonderlich	especially	adv
sonst	else	adv
sonst	elsewhere	adv
sonst	moreover	adv
sonst	usually	adv
sonst wo	elsewhere	adv
sorgfältig	carefully	adv
sorgsam	carefully	adv
sowieso	anyway	adv
Spaß beiseite	seriously	adv
speziell	especially	adv
speziell	specifically	adv
spezifisch	specifically	adv
stark	strongly	adv
stattdessen	instead	adv
stetig	constantly	adv
stets	always	adv
stets	constantly	adv
stets	ever	adv
stracks	directly	adv
ständig	always	adv
ständig	constantly	adv
summa summarum	altogether	adv
sämtlich	altogether	adv
tatsächlich	actually	adv
tatsächlich	effectively	adv
tief	deeply	adv
tief	strongly	adv
trotzdem	anyway	adv
umgehend	immediately	adv
unaufhörlich	constantly	adv
unausgesetzt	constantly	adv
unbefangen	naturally	adv
unentbehrlich	essentially	adv
unentwegt	constantly	adv
ungefähr	almost	adv
ungefähr	nearly	adv
ungefähr	rather	adv
ungefähr	roughly	adv
ungefähr	similarly	adv
unglücklicherweise	unfortunately	adv
unglücklich	unfortunately	adv
unglückseligerweise	unfortunately	adv
unlängst	recently	adv
unmittelbar	directly	adv
unmittelbar	immediately	adv
unschwer	easily	adv
unten	below	adv
unterhalb	below	adv
unter Umständen <u. U.>	possibly	adv
unvermittelt	suddenly	adv
unversehens	suddenly	adv
unverzüglich	immediately	adv
ursprünglich <urspr., ursp.>	originally	adv
ursprünglich	initially	adv
vereinzelt	occasionally	adv
vermutlich <vmtl.>	probably	adv
vermutlich	likely	adv
verschiedentlich	occasionally	adv
vielleicht	possibly	adv
vielmehr	instead	adv
vielmehr	rather	adv
vollauf	completely	adv
vollauf	fully	adv
vollends	completely	adv
vollends	totally	adv
vollinhaltlich	fully	adv
vollkommen	altogether	adv
vollkommen	completely	adv
vollkommen	fully	adv
vollkommen	perfectly	adv
vollkommen	totally	adv
vollständig	altogether	adv
vollständig	completely	adv
vollständig	fully	adv
vollständig	totally	adv
vollumfänglich	completely	adv
vom Aussehen her	physically	adv
von Hause aus	originally	adv
von jeher	always	adv
von Natur aus	naturally	adv
von selbst	automatically	adv
vor allem <v. a.>	primarily	adv
vor allem	especially	adv
voran	forth	adv
voraussichtlich <vsl.>	probably	adv
vorher	previously	adv
vorn	ahead	adv
vornehmlich	especially	adv
vornehmlich	primarily	adv
vorneweg	ahead	adv
vorrangig	primarily	adv
vorsichtig	carefully	adv
vorsätzlich	deliberately	adv
vorwiegend <vorw.>	mainly	adv
vorwiegend	primarily	adv
vorwärts	ahead	adv
völlig	altogether	adv
völlig	completely	adv
völlig	fully	adv
völlig	totally	adv
wahrhaftig	truly	adv
wahrhaft	truly	adv
wahrscheinlich	probably	adv
weitestgehend	mostly	adv
weitgehend	widely	adv
weit	greatly	adv
weithin	widely	adv
weit	widely	adv
weltmännisch	gently	adv
wesentlich	essentially	adv
wie auch immer	anyway	adv
wieder	again	adv
wie ein Automat	automatically	adv
wirklich	actually	adv
wirklich	really	adv
wirklich	truly	adv
wirklich	very	adv
wirksam	effectively	adv
wirkungsvoll	effectively	adv
wissentlich	deliberately	adv
woanders	elsewhere	adv
woandershin	elsewhere	adv
wohl	possibly	adv
womöglich	possibly	adv
wortgetreu	literally	adv
wortwörtlich	literally	adv
zart	gently	adv
zeitweilig	occasionally	adv
zeitweise	occasionally	adv
ziemlich	fairly	adv
ziemlich	rather	adv
zu Anfang	initially	adv
zu Beginn	initially	adv
zuerst	initially	adv
zuerst	originally	adv
zuerst	primarily	adv
zugleich	together	adv
zu guter Letzt	finally	adv
zu keiner Zeit	never	adv
zuletzt	finally	adv
zuletzt noch	recently	adv
zuletzt	recently	adv
zum Abschluss	finally	adv
zumal	especially	adv
zumeist	mostly	adv
zum Großteil	mostly	adv
zum Schluss	eventually	adv
zum Schluss	finally	adv
zunächst	initially	adv
zunächst	originally	adv
zunächst	primarily	adv
zur Gänze	completely	adv
zurzeit <zz. / zzt.>	currently	adv
zusammen	altogether	adv
zutiefst	deeply	adv
zuvor	previously	adv
zwangsläufig	necessarily	adv
zweimal	twice	adv
zwingendermaßen	necessarily	adv
zwingend	necessarily	adv
zügig	quickly	adv
ähnlicherweise	similarly	adv
ähnlich	similarly	adv
äußerst	completely	adv
äußerst	extremely	adv
äußerst	highly	adv
äußerst	very	adv
überall	everywhere	adv
überallhin	everywhere	adv
überaus	extremely	adv
überaus	greatly	adv
überdies	moreover	adv
überfallartig	suddenly	adv
überhaupt	altogether	adv
überhaupt	anyway	adv
überhaupt	ever	adv
überhaupt	generally	adv
überschlägig	roughly	adv
überwiegend	mainly	adv
überwiegend	mostly	adv
üblicherweise	generally	adv
üblicherweise	normally	adv
übrigens	anyway	adv
